Date,FAO_CP_23012,FAO_CP_23013,FAO_CP_23014,REF_AREA,REF_AREA_LABEL
2006-01-01,94.290956,99.729966,1.720351,ZWE,Zimbabwe
2006-02-01,52.24319,47.717967,12.135922,BWA,Botswana
2006-02-01,42.860888,37.419825,11.926192,KEN,Kenya
2006-02-01,56.792399,46.633282,4.443691,NAM,Namibia
2006-02-01,57.787088,50.43726,3.797815,ZAF,South Africa
2006-02-01,94.36199,99.870524,1.717888,ZWE,Zimbabwe
2006-03-01,52.683133,48.440966,13.834951,BWA,Botswana
2006-03-01,43.57138,37.698327,11.067721,KEN,Kenya
2006-03-01,57.035339,47.162753,5.590997,NAM,Namibia
2006-03-01,57.959321,50.653992,4.384887,ZAF,South Africa
2006-03-01,94.433023,100.011081,1.715432,ZWE,Zimbabwe
2006-04-01,53.288054,49.163966,14.423077,BWA,Botswana
2006-04-01,43.139352,37.446207,6.591961,KEN,Kenya
2006-04-01,57.102729,47.229061,4.907879,NAM,Namibia
2006-04-01,58.097104,50.851011,4.734209,ZAF,South Africa
2006-04-01,94.504056,100.151638,1.712984,ZWE,Zimbabwe
2006-05-01,53.78299,49.78368,16.144578,BWA,Botswana
2006-05-01,42.715514,37.605212,5.313731,KEN,Kenya
2006-05-01,57.244404,47.537772,7.605041,NAM,Namibia
2006-05-01,58.317561,51.094006,5.320175,ZAF,South Africa
2006-05-01,94.57509,100.292196,1.710542,ZWE,Zimbabwe
2006-06-01,54.057954,49.886965,14.184397,BWA,Botswana
2006-06-01,41.452189,37.580021,5.401554,KEN,Kenya
2006-06-01,57.800162,47.780755,7.381686,NAM,Namibia
2006-06-01,58.744701,51.363264,6.39371,ZAF,South Africa
2006-06-01,94.646123,100.432753,1.708107,ZWE,Zimbabwe
2006-07-01,54.277925,50.093536,12.790698,BWA,Botswana
2006-07-01,40.852264,37.487768,5.379269,KEN,Kenya
2006-07-01,58.264864,47.752043,6.188866,NAM,Namibia
2006-07-01,59.151165,51.619391,6.115819,ZAF,South Africa
2006-07-01,94.717156,100.57331,1.705679,ZWE,Zimbabwe
2006-08-01,54.607882,50.609965,12.903226,BWA,Botswana
2006-08-01,41.143013,37.860962,6.407917,KEN,Kenya
2006-08-01,58.764645,48.180427,6.598681,NAM,Namibia
2006-08-01,59.557629,51.882083,6.526437,ZAF,South Africa
2006-08-01,94.788189,100.713868,1.703258,ZWE,Zimbabwe
2006-09-01,54.992832,50.71325,11.845103,BWA,Botswana
2006-09-01,41.814602,38.09179,7.727316,KEN,Kenya
2006-09-01,59.089283,48.724248,6.592764,NAM,Namibia
2006-09-01,59.709202,52.414034,7.242665,ZAF,South Africa
2006-09-01,94.859223,100.854425,1.700844,ZWE,Zimbabwe
2006-10-01,55.322789,51.023107,11.512415,BWA,Botswana
2006-10-01,42.596757,38.293935,8.431246,KEN,Kenya
2006-10-01,59.282643,49.372256,7.211866,NAM,Namibia
2006-10-01,60.026105,53.044502,8.343396,ZAF,South Africa
2006-10-01,94.930256,100.994983,1.698437,ZWE,Zimbabwe
2006-11-01,55.267796,50.816536,10.067114,BWA,Botswana
2006-11-01,42.711419,38.478819,8.185602,KEN,Kenya
2006-11-01,59.57257,50.14222,8.07122,NAM,Namibia
2006-11-01,60.026105,53.22839,8.023461,ZAF,South Africa
2006-11-01,95.001289,101.13554,1.696036,ZWE,Zimbabwe
2006-12-01,55.322789,50.71325,9.598214,BWA,Botswana
2006-12-01,43.827321,39.554414,9.791994,KEN,Kenya
2006-12-01,59.753292,50.520464,8.444227,NAM,Namibia
2006-12-01,60.260336,53.31376,6.942427,ZAF,South Africa
2006-12-01,95.072323,101.276097,1.693642,ZWE,Zimbabwe
2007-01-01,55.707739,51.229679,8.533917,BWA,Botswana
2007-01-01,45.193022,39.744784,6.168138,KEN,Kenya
2007-01-01,60.259249,50.851016,8.709328,NAM,Namibia
2007-01-01,60.701249,54.187223,7.715413,ZAF,South Africa
2007-01-01,95.143356,101.416655,1.691255,ZWE,Zimbabwe
2007-02-01,56.037696,51.746107,8.441558,BWA,Botswana
2007-02-01,45.780662,38.972484,4.149294,KEN,Kenya
2007-02-01,60.453105,51.056573,9.485265,NAM,Namibia
2007-02-01,60.625463,54.141247,7.343752,ZAF,South Africa
2007-02-01,95.214389,101.557212,1.688875,ZWE,Zimbabwe
2007-03-01,56.092689,52.469106,8.315565,BWA,Botswana
2007-03-01,46.130789,38.856652,3.072616,KEN,Kenya
2007-03-01,60.76013,51.658042,9.531437,NAM,Namibia
2007-03-01,61.045716,54.463047,7.519754,ZAF,South Africa
2007-03-01,95.285423,101.697769,1.686501,ZWE,Zimbabwe
2007-04-01,56.587624,53.08882,7.983193,BWA,Botswana
2007-04-01,45.580004,38.440941,2.656436,KEN,Kenya
2007-04-01,61.271059,52.617532,11.409228,NAM,Namibia
2007-04-01,61.5624,55.132925,8.420508,ZAF,South Africa
2007-04-01,95.356456,101.838327,1.684135,ZWE,Zimbabwe
2007-05-01,57.192545,54.121676,8.713693,BWA,Botswana
2007-05-01,45.420297,38.649659,2.7774,KEN,Kenya
2007-05-01,61.607587,53.238059,11.991069,NAM,Namibia
2007-05-01,61.84487,55.710851,9.035982,ZAF,South Africa
2007-05-01,95.427489,101.978884,1.681774,ZWE,Zimbabwe
2007-06-01,57.577495,55.670961,11.594203,BWA,Botswana
2007-06-01,46.055031,39.604616,5.387426,KEN,Kenya
2007-06-01,61.779994,53.474105,11.915572,NAM,Namibia
2007-06-01,62.285784,56.058914,9.142039,ZAF,South Africa
2007-06-01,95.498522,102.119441,1.679421,ZWE,Zimbabwe
2007-07-01,58.402388,56.600532,12.989691,BWA,Botswana
2007-07-01,46.390825,40.186112,7.197933,KEN,Kenya
2007-07-01,62.33123,54.040664,13.169324,NAM,Namibia
2007-07-01,62.823144,56.669684,9.783714,ZAF,South Africa
2007-07-01,95.569556,102.259999,1.677074,ZWE,Zimbabwe
2007-08-01,58.567366,57.013674,12.653061,BWA,Botswana
2007-08-01,46.231118,40.4829,6.925174,KEN,Kenya
2007-08-01,62.704314,54.703767,13.539398,NAM,Namibia
2007-08-01,63.222721,57.470908,10.772167,ZAF,South Africa
2007-08-01,95.640589,102.400556,1.674733,ZWE,Zimbabwe
2007-09-01,58.732345,57.11696,12.627291,BWA,Botswana
2007-09-01,46.716382,40.861978,7.2724,KEN,Kenya
2007-09-01,63.010738,55.187707,13.265384,NAM,Namibia
2007-09-01,63.580961,58.521678,11.652687,ZAF,South Africa
2007-09-01,95.711622,102.541114,1.672399,ZWE,Zimbabwe
2007-10-01,59.337266,57.633388,12.955466,BWA,Botswana
2007-10-01,47.091079,41.011553,7.096731,KEN,Kenya
2007-10-01,63.533796,55.852146,13.124557,NAM,Namibia
2007-10-01,64.166545,59.480511,12.133226,ZAF,South Africa
2007-10-01,95.782656,102.681671,1.670071,ZWE,Zimbabwe
2007-11-01,59.502244,58.459673,15.04065,BWA,Botswana
2007-11-01,47.764716,41.550114,7.98178,KEN,Kenya
2007-11-01,62.668189,56.849359,13.376231,NAM,Namibia
2007-11-01,64.366342,60.058437,12.831588,ZAF,South Africa
2007-11-01,95.853689,102.822228,1.66775,ZWE,Zimbabwe
2007-12-01,59.832201,58.562959,15.478615,BWA,Botswana
2007-12-01,49.101751,42.511485,7.475957,KEN,Kenya
2007-12-01,63.053408,57.114041,13.051299,NAM,Namibia
2007-12-01,64.821029,60.307998,13.119011,ZAF,South Africa
2007-12-01,95.924722,102.962786,1.665436,ZWE,Zimbabwe
2008-01-01,60.38213,60.525386,18.145161,BWA,Botswana
2008-01-01,54.799395,43.96966,10.630013,KEN,Kenya
2008-01-01,64.043297,58.497851,15.037723,NAM,Namibia
2008-01-01,65.723517,61.339071,13.198402,ZAF,South Africa
2008-01-01,95.995755,103.103343,1.663128,ZWE,Zimbabwe
2008-02-01,61.097036,61.248386,18.363273,BWA,Botswana
2008-02-01,54.642718,44.763908,14.86029,KEN,Kenya
2008-02-01,64.202912,58.79827,15.162978,NAM,Namibia
2008-02-01,65.88075,61.483059,13.560477,ZAF,South Africa
2008-02-01,96.066789,103.2439,1.660826,ZWE,Zimbabwe
2008-03-01,61.646965,61.8681,17.913386,BWA,Botswana
2008-03-01,55.213023,45.427847,16.911379,KEN,Kenya
2008-03-01,64.935161,59.561777,15.300107,NAM,Namibia
2008-03-01,66.82415,62.490978,14.740143,ZAF,South Africa
2008-03-01,96.137822,103.384458,1.65853,ZWE,Zimbabwe
2008-04-01,62.9118,62.900956,18.48249,BWA,Botswana
2008-04-01,56.773527,47.224924,22.850591,KEN,Kenya
2008-04-01,65.968127,61.211054,16.33205,NAM,Namibia
2008-04-01,67.29585,63.21092,14.651854,ZAF,South Africa
2008-04-01,96.208855,103.525015,1.656241,ZWE,Zimbabwe
2008-05-01,64.121642,64.140384,18.51145,BWA,Botswana
2008-05-01,58.227491,48.488806,25.457266,KEN,Kenya
2008-05-01,66.559915,61.733528,15.957511,NAM,Namibia
2008-05-01,67.767549,64.362828,15.530146,ZAF,South Africa
2008-05-01,96.279889,103.665572,1.653958,ZWE,Zimbabwe
2008-06-01,65.881413,65.792954,18.181818,BWA,Botswana
2008-06-01,58.891802,48.634982,22.801297,KEN,Kenya
2008-06-01,67.168789,62.456171,16.797039,NAM,Namibia
2008-06-01,68.710949,65.514735,16.867649,ZAF,South Africa
2008-06-01,96.350922,103.80613,1.651682,ZWE,Zimbabwe
2008-07-01,67.146248,67.032382,18.430657,BWA,Botswana
2008-07-01,59.142485,48.534819,20.775104,KEN,Kenya
2008-07-01,68.781097,63.929352,18.298604,NAM,Namibia
2008-07-01,69.811582,66.666642,17.640752,ZAF,South Africa
2008-07-01,96.421955,103.946687,1.649412,ZWE,Zimbabwe
2008-08-01,67.366219,67.755381,18.84058,BWA,Botswana
2008-08-01,60.095082,49.257919,21.675866,KEN,Kenya
2008-08-01,69.258843,64.609777,18.10846,NAM,Namibia
2008-08-01,70.283282,67.386585,17.253385,ZAF,South Africa
2008-08-01,96.492989,104.087245,1.647148,ZWE,Zimbabwe
2008-09-01,66.981269,68.788238,20.433996,BWA,Botswana
2008-09-01,60.728058,49.907216,22.136075,KEN,Kenya
2008-09-01,69.685582,65.450194,18.595603,NAM,Namibia
2008-09-01,70.597749,68.394504,16.870374,ZAF,South Africa
2008-09-01,96.564022,104.227802,1.64489,ZWE,Zimbabwe
2008-10-01,67.091255,72.093378,25.089606,BWA,Botswana
2008-10-01,60.941139,50.307812,22.667416,KEN,Kenya
2008-10-01,70.003021,65.861058,17.920372,NAM,Namibia
2008-10-01,70.912215,68.970457,15.954715,ZAF,South Africa
2008-10-01,96.635055,104.368359,1.642638,ZWE,Zimbabwe
2008-11-01,69.016004,72.609806,24.204947,BWA,Botswana
2008-11-01,62.000276,51.469626,23.87361,KEN,Kenya
2008-11-01,70.345454,66.530335,17.029174,NAM,Namibia
2008-11-01,70.912215,69.402423,15.558155,ZAF,South Africa
2008-11-01,96.706088,104.508917,1.640393,ZWE,Zimbabwe
2008-12-01,68.026133,73.22952,25.044092,BWA,Botswana
2008-12-01,62.276028,51.42801,20.974391,KEN,Kenya
2008-12-01,70.09316,66.545773,16.513859,NAM,Namibia
2008-12-01,70.754982,69.690399,15.557474,ZAF,South Africa
2008-12-01,96.777122,104.649474,1.638153,ZWE,Zimbabwe
2009-01-01,68.081126,74.055805,22.354949,BWA,Botswana
2009-01-01,62.044146,51.88894,18.010781,KEN,Kenya
2009-01-01,71.450497,67.434001,15.27603,NAM,Namibia
2009-01-01,71.226682,71.130284,15.962441,ZAF,South Africa
2009-01-01,96.848155,104.790031,1.63592,ZWE,Zimbabwe
2009-02-01,68.246105,74.262377,21.247892,BWA,Botswana
2009-02-01,62.670854,53.161678,18.760136,KEN,Kenya
2009-02-01,71.556284,67.937915,15.544073,NAM,Namibia
2009-02-01,71.855615,71.274272,15.925059,ZAF,South Africa
2009-02-01,93.923211,100.746121,-2.4193,ZWE,Zimbabwe
2009-03-01,68.851026,75.191947,21.535893,BWA,Botswana
2009-03-01,63.273485,54.114458,19.121776,KEN,Kenya
2009-03-01,72.091011,68.654689,15.266354,NAM,Namibia
2009-03-01,72.956248,71.706237,14.746544,ZAF,South Africa
2009-03-01,90.998266,95.11981,-7.994091,ZWE,Zimbabwe
2009-04-01,69.290968,75.501804,20.032841,BWA,Botswana
2009-04-01,63.822751,55.135133,16.750075,KEN,Kenya
2009-04-01,72.459659,68.808856,12.412468,NAM,Namibia
2009-04-01,73.270715,71.994214,13.895216,ZAF,South Africa
2009-04-01,90.023285,92.306655,-10.836376,ZWE,Zimbabwe
2009-05-01,69.51094,75.708376,18.035427,BWA,Botswana
2009-05-01,63.823102,55.035525,13.501506,KEN,Kenya
2009-05-01,72.73378,69.255927,12.185273,NAM,Namibia
2009-05-01,73.427948,72.282191,12.304251,ZAF,South Africa
2009-05-01,89.210801,91.603366,-11.635691,ZWE,Zimbabwe
2009-06-01,70.500811,75.811661,15.22763,BWA,Botswana
2009-06-01,63.955777,54.901631,12.885065,KEN,Kenya
2009-06-01,74.305909,69.62473,11.477743,NAM,Namibia
2009-06-01,73.742415,72.138203,10.10989,ZAF,South Africa
2009-06-01,89.698291,90.372611,-12.940969,ZWE,Zimbabwe
2009-07-01,71.160725,76.947803,14.791988,BWA,Botswana
2009-07-01,64.131462,55.060906,13.446196,KEN,Kenya
2009-07-01,74.882193,69.432,8.60739,NAM,Namibia
2009-07-01,74.371348,71.706237,7.559395,ZAF,South Africa
2009-07-01,90.510776,90.548433,-12.889544,ZWE,Zimbabwe
2009-08-01,71.490682,77.051089,13.719512,BWA,Botswana
2009-08-01,64.513578,55.631228,12.938649,KEN,Kenya
2009-08-01,75.538176,70.97929,9.858435,NAM,Namibia
2009-08-01,74.685814,71.850226,6.623932,ZAF,South Africa
2009-08-01,90.998266,90.548433,-13.007176,ZWE,Zimbabwe
2009-09-01,71.65566,76.947803,11.861862,BWA,Botswana
2009-09-01,64.816453,55.84019,11.888009,KEN,Kenya
2009-09-01,75.530038,70.552637,7.795918,NAM,Namibia
2009-09-01,74.843048,71.850226,5.052632,ZAF,South Africa
2009-09-01,90.510776,89.4935,-14.136633,ZWE,Zimbabwe
2009-10-01,71.710653,76.947803,6.733524,BWA,Botswana
2009-10-01,64.975635,55.980612,11.276181,KEN,Kenya
2009-10-01,75.732929,71.101316,7.956535,NAM,Namibia
2009-10-01,74.843048,72.42618,5.010438,ZAF,South Africa
2009-10-01,91.160763,89.845144,-13.915343,ZWE,Zimbabwe
2009-11-01,71.930624,77.051089,6.116643,BWA,Botswana
2009-11-01,65.098909,56.16626,9.125059,KEN,Kenya
2009-11-01,75.773724,70.732039,6.315471,NAM,Namibia
2009-11-01,74.843048,72.282191,4.149378,ZAF,South Africa
2009-11-01,91.160763,90.020967,-13.862884,ZWE,Zimbabwe
2009-12-01,71.985617,76.637946,4.654443,BWA,Botswana
2009-12-01,65.592009,56.556428,9.972033,KEN,Kenya
2009-12-01,75.648947,70.23065,5.537357,NAM,Namibia
2009-12-01,75.157514,72.138203,3.512397,ZAF,South Africa
2009-12-01,91.648254,90.548433,-13.474545,ZWE,Zimbabwe
2010-01-01,72.260581,76.689589,3.556485,BWA,Botswana
2010-01-01,65.734984,56.691132,9.254752,KEN,Kenya
2010-01-01,76.767999,71.179445,5.554238,NAM,Namibia
2010-01-01,75.314748,72.570168,2.024291,ZAF,South Africa
2010-01-01,92.298242,92.130833,-12.080537,ZWE,Zimbabwe
2010-02-01,72.426174,76.689589,3.268428,BWA,Botswana
2010-02-01,65.915849,57.014982,7.248273,KEN,Kenya
2010-02-01,77.088978,71.743349,5.601341,NAM,Namibia
2010-02-01,75.786447,72.42618,1.616162,ZAF,South Africa
2010-02-01,93.110726,93.889055,-6.806283,ZWE,Zimbabwe
2010-03-01,72.922953,77.350617,2.870879,BWA,Botswana
2010-03-01,65.783847,56.544961,4.491411,KEN,Kenya
2010-03-01,77.172557,71.760932,4.524445,NAM,Namibia
2010-03-01,76.415381,72.42618,1.004016,ZAF,South Africa
2010-03-01,94.248205,96.174744,1.109057,ZWE,Zimbabwe
2010-04-01,74.237346,78.362817,3.78933,BWA,Botswana
2010-04-01,66.157491,57.22303,3.78687,KEN,Kenya
2010-04-01,77.074667,71.449067,3.837021,NAM,Namibia
2010-04-01,76.415381,72.570168,0.8,ZAF,South Africa
2010-04-01,94.248205,97.053855,5.142857,ZWE,Zimbabwe
2010-05-01,74.951465,79.178773,4.583902,BWA,Botswana
2010-05-01,66.297376,57.477338,4.436795,KEN,Kenya
2010-05-01,77.18542,71.032879,2.565776,NAM,Namibia
2010-05-01,76.572614,72.714156,0.59761,ZAF,South Africa
2010-05-01,94.573198,97.581321,6.525912,ZWE,Zimbabwe
2010-06-01,75.945022,79.230416,4.509537,BWA,Botswana
2010-06-01,66.186542,57.301287,4.370827,KEN,Kenya
2010-06-01,77.221151,71.056468,2.056365,NAM,Namibia
2010-06-01,76.572614,72.42618,0.399202,ZAF,South Africa
2010-06-01,94.410701,97.053855,7.392996,ZWE,Zimbabwe
2010-07-01,76.22446,79.385345,3.167785,BWA,Botswana
2010-07-01,66.418489,57.574197,4.564565,KEN,Kenya
2010-07-01,78.11681,72.127704,3.88251,NAM,Namibia
2010-07-01,77.201547,72.570168,1.204819,ZAF,South Africa
2010-07-01,94.410701,97.053855,7.184466,ZWE,Zimbabwe
2010-08-01,76.276208,79.581587,3.284182,BWA,Botswana
2010-08-01,66.590052,58.677076,5.475068,KEN,Kenya
2010-08-01,78.014776,71.952233,1.370741,NAM,Namibia
2010-08-01,77.201547,73.002133,1.603206,ZAF,South Africa
2010-08-01,94.248205,97.053855,7.184466,ZWE,Zimbabwe
2010-09-01,76.659141,79.529944,3.355705,BWA,Botswana
2010-09-01,66.894171,59.012536,5.681115,KEN,Kenya
2010-09-01,78.150906,72.398108,2.615736,NAM,Namibia
2010-09-01,77.201547,72.858145,1.402806,ZAF,South Africa
2010-09-01,94.248205,97.053855,8.447937,ZWE,Zimbabwe
2010-10-01,76.824734,79.529944,3.355705,BWA,Botswana
2010-10-01,67.038669,59.130844,5.627363,KEN,Kenya
2010-10-01,78.017748,72.190045,1.531235,NAM,Namibia
2010-10-01,77.35878,73.146122,0.994036,ZAF,South Africa
2010-10-01,94.573198,97.405499,8.414873,ZWE,Zimbabwe
2010-11-01,77.042075,79.788159,3.552279,BWA,Botswana
2010-11-01,67.598713,59.932314,6.70519,KEN,Kenya
2010-11-01,78.203119,72.530565,2.542732,NAM,Namibia
2010-11-01,77.516014,73.146122,1.195219,ZAF,South Africa
2010-11-01,94.898192,98.812077,9.765625,ZWE,Zimbabwe
2010-12-01,77.321513,79.984401,4.366577,BWA,Botswana
2010-12-01,68.549353,60.987948,7.835573,KEN,Kenya
2010-12-01,77.963833,71.773538,2.196888,NAM,Namibia
2010-12-01,77.673247,73.29011,1.596806,ZAF,South Africa
2010-12-01,94.573198,97.229677,7.378641,ZWE,Zimbabwe
2011-01-01,77.983884,80.294258,4.700337,BWA,Botswana
2011-01-01,69.295955,61.541847,8.55639,KEN,Kenya
2011-01-01,79.281881,72.02868,1.193089,NAM,Namibia
2011-01-01,78.144947,75.017971,3.373016,ZAF,South Africa
2011-01-01,95.54818,98.460432,6.870229,ZWE,Zimbabwe
2011-02-01,78.584158,80.748715,5.292929,BWA,Botswana
2011-02-01,70.228043,62.612284,9.817249,KEN,Kenya
2011-02-01,79.398659,72.027435,0.395974,NAM,Namibia
2011-02-01,78.459413,75.017971,3.578529,ZAF,South Africa
2011-02-01,96.035671,98.812077,5.243446,ZWE,Zimbabwe
2011-03-01,79.080937,81.461386,5.314461,BWA,Botswana
2011-03-01,71.832159,65.078889,15.092287,KEN,Kenya
2011-03-01,79.97367,72.973303,1.689458,NAM,Namibia
2011-03-01,79.402813,75.881902,4.771372,ZAF,South Africa
2011-03-01,96.685658,99.515365,3.473492,ZWE,Zimbabwe
2011-04-01,80.291835,83.44447,6.484777,BWA,Botswana
2011-04-01,74.132685,68.175712,19.14034,KEN,Kenya
2011-04-01,80.735628,74.262141,3.937174,NAM,Namibia
2011-04-01,79.71728,76.02589,4.761905,ZAF,South Africa
2011-04-01,96.848155,100.042832,3.07971,ZWE,Zimbabwe
2011-05-01,81.171547,84.146813,6.274459,BWA,Botswana
2011-05-01,74.88212,69.044885,20.125405,KEN,Kenya
2011-05-01,81.122606,74.932962,5.490532,NAM,Namibia
2011-05-01,80.031746,77.177798,6.138614,ZAF,South Africa
2011-05-01,97.010652,99.86701,2.342342,ZWE,Zimbabwe
2011-06-01,81.937414,84.559955,6.726633,BWA,Botswana
2011-06-01,75.773806,70.206062,22.520917,KEN,Kenya
2011-06-01,81.323453,75.264091,5.921519,NAM,Namibia
2011-06-01,80.503446,77.465775,6.95825,ZAF,South Africa
2011-06-01,97.173149,100.042832,3.07971,ZWE,Zimbabwe
2011-07-01,82.103007,84.756198,6.765548,BWA,Botswana
2011-07-01,76.736394,71.405084,24.022718,KEN,Kenya
2011-07-01,81.819003,75.727825,4.991314,NAM,Namibia
2011-07-01,81.132379,78.041728,7.539683,ZAF,South Africa
2011-07-01,97.335646,100.394476,3.442029,ZWE,Zimbabwe
2011-08-01,82.930971,85.220983,7.086308,BWA,Botswana
2011-08-01,77.693085,72.678146,23.861226,KEN,Kenya
2011-08-01,82.13306,76.251121,5.974642,NAM,Namibia
2011-08-01,81.132379,78.185717,7.100592,ZAF,South Africa
2011-08-01,97.498143,100.394476,3.442029,ZWE,Zimbabwe
2011-09-01,83.262157,85.67544,7.727273,BWA,Botswana
2011-09-01,78.482167,73.391793,24.366446,KEN,Kenya
2011-09-01,82.146008,76.207126,5.261212,NAM,Namibia
2011-09-01,81.761313,79.049647,8.498024,ZAF,South Africa
2011-09-01,98.310627,100.921943,3.985507,ZWE,Zimbabwe
2011-10-01,83.593342,86.18154,8.363636,BWA,Botswana
2011-10-01,79.717327,74.625184,26.203482,KEN,Kenya
2011-10-01,82.825731,77.260474,7.023723,NAM,Namibia
2011-10-01,82.233012,80.63352,10.23622,ZAF,South Africa
2011-10-01,98.473124,101.097765,3.790614,ZWE,Zimbabwe
2011-11-01,84.141869,86.635997,8.582524,BWA,Botswana
2011-11-01,80.926295,75.63686,26.203804,KEN,Kenya
2011-11-01,83.088444,77.731829,7.171133,NAM,Namibia
2011-11-01,82.233012,81.065485,10.826772,ZAF,South Africa
2011-11-01,98.960615,102.504343,3.736655,ZWE,Zimbabwe
2011-12-01,84.410957,87.193739,9.01343,BWA,Botswana
2011-12-01,81.52842,76.223793,24.98173,KEN,Kenya
2011-12-01,83.730809,78.991011,10.055897,NAM,Namibia
2011-12-01,82.547479,81.497451,11.198428,ZAF,South Africa
2011-12-01,99.123112,102.855987,5.786618,ZWE,Zimbabwe
2012-01-01,84.855988,87.451953,8.91433,BWA,Botswana
2012-01-01,81.983343,76.665098,24.573932,KEN,Kenya
2012-01-01,84.667765,79.360459,10.178972,NAM,Namibia
2012-01-01,82.861946,82.649358,10.172745,ZAF,South Africa
2012-01-01,99.610602,103.207632,4.821429,ZWE,Zimbabwe
2012-02-01,85.073328,87.958053,8.928115,BWA,Botswana
2012-02-01,81.94985,76.431894,22.071723,KEN,Kenya
2012-02-01,85.313893,80.206456,11.355426,NAM,Namibia
2012-02-01,83.333646,82.361381,9.788868,ZAF,South Africa
