Date,Sorghum_Thousand Hectares,Maize_Thousand Hectares,Millet_Thousand Hectares,Pulses_Thousand Hectares,Sunflower_Thousand Hectares,Groundnuts_Thousand Hectares,Sorghum_Thousand Hectares_2,Maize_Thousand Hectares_2,Millet_Thousand Hectares_2,Pulses_Thousand Hectares_2,Sunflower_Thousand Hectares_2,Groundnuts_metric tonnes,Sorghum_KG/HA,Maize_KG/HA,Millet_KG/HA,Pulses_KG/HA,Sunflower_KG/HA,Groundnuts_KG/HA,Sorghum_metric tonnes,Maize_metric tonnes,Millet_metric tonnes,Pulses_metric tonnes,Sunflower_metric tonnes,Groundnuts_metric tonnes_2
1979-01-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-02-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-03-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-04-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-05-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-06-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-07-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-08-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-09-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-10-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-11-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1979-12-01,67.0,50.0,13.0,26.0,5.0,4.0,41.0,19.0,8.0,14.0,4.0,2.0,74.0,58.0,77.0,37.0,150.0,50.0,5000.0,3000.0,1000.0,1000.0,900.0,200.0
1980-01-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-02-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-03-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-04-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-05-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-06-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-07-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-08-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-09-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-10-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-11-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1980-12-01,143.0,75.0,17.0,23.0,5.0,2.0,126.0,41.0,14.0,12.0,5.0,1.0,197.0,150.0,176.0,83.0,200.0,280.0,29000.0,12000.0,3000.0,2000.0,1400.0,1400.0
1981-01-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-02-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-03-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-04-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-05-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-06-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-07-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-08-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-09-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-10-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-11-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1981-12-01,136.0,81.0,20.0,26.0,1.0,3.0,118.0,54.0,13.0,15.0,1.0,2.0,199.0,253.0,100.0,115.0,400.0,400.0,28000.0,22000.0,2000.0,3000.0,1200.0,2000.0
1982-01-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-02-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-03-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-04-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-05-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-06-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-07-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-08-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-09-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-10-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-11-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1982-12-01,91.0,52.0,16.0,20.0,1.0,2.0,36.0,12.0,3.0,3.0,1.0,1.0,43.0,203.0,31.0,25.0,350.0,150.0,4000.0,13000.0,500.0,500.0,7000.0,300.0
1983-01-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-02-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-03-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-04-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-05-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-06-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-07-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-08-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-09-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-10-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-11-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1983-12-01,125.0,57.0,16.0,21.0,,1.0,34.0,16.0,6.0,3.0,,800.0,40.0,148.0,29.0,14.0,200.0,800.0,5000.0,9000.0,500.0,300.0,200.0,
1984-01-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-02-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-03-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-04-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-05-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-06-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-07-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-08-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-09-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-10-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-11-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1984-12-01,108.0,44.0,17.0,16.0,,2.0,46.0,1.0,8.0,3.0,,600.0,53.0,10.0,41.0,24.0,200.0,150.0,6000.0,500.0,700.0,400.0,400.0,
1985-01-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-02-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-03-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-04-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-05-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-06-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-07-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-08-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-09-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-10-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-11-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1985-12-01,119.0,48.0,15.0,16.0,3.0,1.0,78.0,7.0,10.0,3.0,,1.0,120.0,31.0,113.0,27.0,167.0,400.0,15000.0,1500.0,1800.0,400.0,500.0,800.0
1986-01-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-02-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-03-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-04-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-05-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-06-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-07-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-08-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-09-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-10-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-11-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
1986-12-01,153.0,42.0,17.0,16.0,1.0,1.0,90.0,8.0,10.0,5.0,,200.0,99.0,82.0,74.0,33.0,211.0,129.0,16000.0,3600.0,1300.0,600.0,200.0,
