Date,Sorghum_Thousand Hectares,Maize_Thousand Hectares,Millet_Thousand Hectares,Pulses_Thousand Hectares,Sunflower_Thousand Hectares,Groundnuts_Thousand Hectares,Sorghum_Thousand Hectares_2,Maize_Thousand Hectares_2,Millet_Thousand Hectares_2,Pulses_Thousand Hectares_2,Sunflower_Thousand Hectares_2,Groundnuts_metric tonnes,Sorghum_KG/HA,Maize_KG/HA,Millet_KG/HA,Pulses_KG/HA,Sunflower_KG/HA,Groundnuts_KG/HA,Sorghum_metric tonnes,Maize_metric tonnes,Millet_metric tonnes,Pulses_metric tonnes,Sunflower_metric tonnes,Groundnuts_metric tonnes_2
2007-11-01,30.0,40.0,6.0,18.0,1.0,3.0,7.0,8.0,2.0,3.0,0.0,0.0,42.0,45.0,61.0,34.0,7.0,25.0,11774.0,2158.0,532.0,805.0,2558.0,76.0
2007-12-01,30.0,40.0,6.0,18.0,1.0,3.0,7.0,8.0,2.0,3.0,0.0,0.0,42.0,45.0,61.0,34.0,7.0,25.0,11774.0,2158.0,532.0,805.0,2558.0,76.0
2008-01-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-02-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-03-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-04-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-05-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-06-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-07-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-08-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-09-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-10-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-11-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2008-12-01,63.0,88.0,11.0,29.0,1.0,3.0,35.0,49.0,7.0,13.0,0.0,1.0,82.0,95.0,132.0,69.0,158.0,49.0,23632.0,8969.0,1636.0,2305.0,8140.0,161.0
2009-01-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-02-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-03-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-04-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-05-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-06-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-07-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-08-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-09-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-10-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-11-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2009-12-01,67.0,121.0,9.0,31.0,1.0,3.0,47.0,82.0,8.0,18.0,1.0,2.0,118.0,108.0,267.0,99.0,191.0,447.0,29379.0,19247.0,2757.0,4317.0,1765.0,1538.0
2010-01-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-02-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-03-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-04-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-05-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-06-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-07-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-08-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-09-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-10-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-11-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2010-12-01,61.0,110.0,10.0,26.0,1.0,4.0,44.0,65.0,9.0,15.0,0.0,3.0,101.0,96.0,301.0,111.0,180.0,429.0,31326.0,16575.0,3368.0,3617.0,3843.0,1828.0
2011-01-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-02-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-03-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-04-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-05-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-06-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-07-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-08-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-09-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-10-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-11-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2011-12-01,70.0,151.0,13.0,29.0,14.0,2.0,49.0,101.0,11.0,20.0,14.0,1.0,93.0,193.0,195.0,133.0,437.0,334.0,32591.0,29235.0,2511.0,4700.0,15837.0,833.0
2012-01-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-02-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-03-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-04-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-05-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-06-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-07-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-08-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-09-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-10-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-11-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2012-12-01,52.0,141.0,10.0,31.0,1.0,2.0,24.0,56.0,7.0,12.0,0.0,1.0,144.0,53.0,153.0,63.0,165.0,91.0,24021.0,7677.0,1959.0,2285.0,6000.0,200.0
2013-01-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-02-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-03-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-04-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-05-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-06-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-07-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-08-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-09-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-10-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-11-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2013-12-01,62.0,124.0,12.0,36.0,1.0,2.0,34.0,44.0,8.0,16.0,,1.0,71.0,22.0,109.0,7.0,169.0,71.0,10231.0,3844.0,1391.0,3655.0,2021.0,112.0
2014-01-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-02-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-03-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-04-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-05-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-06-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-07-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-08-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-09-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-10-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-11-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2014-12-01,65.0,130.0,8.0,37.0,1.0,2.0,50.0,104.0,7.0,25.0,1.0,1.0,220.0,220.0,400.0,182.0,263.0,337.0,14310.0,28550.0,3398.0,6826.0,361.0,553.0
2015-01-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-02-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-03-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-04-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-05-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-06-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-07-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-08-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-09-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-10-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-11-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
2015-12-01,23.0,62.0,5.0,23.0,,2.0,8.0,13.0,3.0,6.0,,1.0,83.0,23.0,103.0,35.0,209.0,71.0,35508.0,3792.0,555.0,7187.0,1388.0,151.0
